X,Y,OBJECTID,NAME,DIAK_CDE,CONTENTS,FIPS_CNTRY,SIZE_
8443304.54918811,4321952.65433666,1,Yaerxia, ,oil,CH,Large
4256044.56633023,3253097.76450706,2,Ratawi, ,oil,IZ,Very large
-6794551.83219563,1236862.73888641,3,Chuchupa, ,gas,CO,Medium
10486458.2205626,4897327.00354608,4,Daqing, ,oil,CH,Very large
4277423.64921227,3224993.77925079,5,Rumaila, ,"gas,oil",IZ,Very large
10530247.5191862,4793670.79479137,7,Fuyu, ,oil,CH,Large
4313236.15222754,3228207.2575204,8,Zubair, ,"gas,oil",IZ,Very large
-6877948.01484264,1097805.37858757,9,El Dificil,0735,"oil,gas",CO,Very large
10600579.3079199,4373187.790339,10,Liaohe, ,oil,CH,Large
3543656.95684217,4084695.09651605,11,"Raman,Batiraman", ,oil,TU,Small
4315857.33096648,3175046.43302566,12,Raudhatain, ,oil,KU,Very large
4345649.78611625,3081699.3374668,14,Burgan, ,oil,KU,Very large
3705897.89413912,3955949.325825,16,Karachok, ,oil,SY,Large
4268779.33523619,2505172.45547718,17,Hawtah,0466,oil,SA,Large
3929109.3812374,3781359.24643719,18,Kirkuk,0570,oil,IZ,Very large
-7053037.10488772,896731.76348335,19,Sucre, ,gas,CO,Small
4484519.27482841,2707411.85181257,20,Ghawar, ,"gas,oil",SA,Very large
8125539.04924863,4173527.39461658,21,Lenghu, ,oil,CH,Large
4495441.21945171,2867228.29808671,23,Khursaniyah, ,oil,SA,Very large
8517679.04774216,4217015.84647382,24,Laojunmiao, ,oil,CH,Medium
4531633.60162792,2874560.49063682,26,Berri, ,"gas,oil",SA,Very large
6481868.82548487,3562414.78672744,27,"Meyal,Dhurnal,Toot", ,oil,PK,Small
6381358.79656224,3336259.0988124,29,Dhodak, ,gas,PK,Large
4563746.46985655,2846502.34446243,30,Qatif, ,oil,SA,Very large
4552929.9271265,2759704.33397062,32,Abqaiq, ,"gas,oil",SA,Very large
9573173.69605378,3420161.9861566,33,Longnusi,0672,oil,CH,Large
4723166.58242187,2986543.65054777,35,Kangan, ,gas,IR,Very large
10492172.4797031,3967154.8918528,37,Shengli, ,oil,CH,Very large
4669274.38846522,2724283.33228553,38,Dukhan, ,"gas,oil",QA,Very large
10221556.3417863,3729752.19491385,40,Zhongyuan, ,"gas,oil",CH,Large
4953445.94452631,2548722.52690891,41,Murban Bab,0902,"gas,oil",TC,Very large
10111125.769411,4150389.06348372,42,Renqiu, ,oil,CH,Very large
-6928686.54375326,823532.130045921,43,Payoa-Provincia, ,"oil,gas",CO,Large
4940449.49347198,2518394.12783975,44,Bu Hasa,0270,"gas,oil",TC,Very large
9646452.23488914,3075589.46047042,45,Huangguanshan, ,gas,CH,Large
9471750.61529564,3191343.98464432,47,Weiyuan, ,gas,CH,Very large
-6121950.53137666,7902076.24391002,48,Char, ,"oil,gas",CA,Large
9479728.07362975,3121437.65129551,49,Zigong, ,gas,CH,Very large
-8551641.93448147,3925883.60414047,50,Burbank, ,oil,US,Large
9522920.67065176,3152348.07424058,52,Neijian, ,gas,CH,Very large
9600437.42063432,3108504.21076246,53,Hejiang, ,gas,CH,Very large
-8517583.36899301,3850510.66409548,54,Glenn Pool, ,oil,US,Large
9563646.53652202,3072851.38074175,56,Naxi, ,gas,CH,Very large
-8678239.15042029,3804254.18892004,57,Oklahoma City, ,"oil,gas",US,Large
11116437.5844299,2638767.24614283,59,CBK, ,gas,TW,Small
-8714135.34323223,3688669.04451771,61,Golden Trend, ,oil,US,Large
3709134.62205145,3928219.61712109,62,Soudie(Suwaidiyah), ,"gas,oil",SY,Large
5632149.49684925,4160812.715141,63,Samantepe, ,gas,UZ,Large
-8563399.1861477,3653827.84262179,64,Queenton, ,gas,US,Large
5246838.49916822,7193361.09834798,66,Antipayutinskoye, ,gas,RS,Large
4358067.05238353,3049848.87809479,67,Wafra, ,oil,KU,Very large
-8514861.28643354,3688440.42148357,68,Kinta, ,gas,US,Medium
-6940430.14045982,395443.560926309,69,Apiay, ,oil,CO,Medium
4631303.6530217,2763729.01517197,70,Awali, ,"gas,oil",BA,Large
-8470252.48214592,3714490.93688802,71,Red Ok Norris, ,gas,US,Large
11092045.271021,-41104.0931637757,73,Attaka, ,"oil,gas",ID,Large
-8329321.71152558,3803718.09977835,74,"Sames,White Ok", ,gas,US,Medium
10094597.328618,2246322.83964706,76,Weizhou, ,oil,CH,Medium
-8293982.55165289,3786122.58164177,77,Etna, ,gas,US,Medium
11610324.0010259,5483022.88304652,79,"Katangliyskoye,Nabil'", ,"oil,gas",RS,Small
-8311392.58521205,3594286.62022718,80,Smackover, ,"oil,gas",US,Large
11427461.1770017,5672299.24856313,81,Ekhabi Vostochnoye, ,"oil,gas",RS,Small
12183522.4932916,4259701.91293173,83,Sarukawa, ,oil,JA,Small
-8426133.98772663,3502672.7096758,84,Caddo-Pine Island, ,"oil,gas",US,Large
-7252440.70440891,62122.5428822075,85,Orito, ,"oil,gas",CO,Large
3182073.19557212,2984257.9108137,86,Berquen, ,gas,SA,Large
-7186466.41024432,54271.1405530584,87,Nancy, ,oil,CO,Medium
-8522315.54003569,3500405.46583956,88,East Texas, ,"oil,gas",US,Large
4425139.53644695,3063556.52976392,89,Safaniyah(Khafji), ,"gas,oil",KU,Very large
-7267949.09478569,-15639.7881514426,90,Sacha-Lago Agrio, ,oil,EC,Large
4462527.88996161,3075818.08350456,91,Zuluf, ,oil,SA,Very large
-8553675.52395884,3524232.10709923,92,Hawkins, ,"oil,gas",US,Large
-7199831.869926,-26306.393687724,93,Libertador, ,oil,EC,Large
4496126.64594725,3085643.78800967,94,Marjan-Foroozan, ,oil,SA,Very large
-8606057.00858899,3508833.88784945,95,Van, ,oil,US,Large
-7249210.20528841,-115108.518929985,96,Auca, ,oil,EC,Large
4682451.47306793,2965216.31041007,97,Pars, ,gas,IR,Very large
-8611424.61102303,3249977.22362679,98,Konro, ,"oil,gas",US,Large
-7206074.44927611,-97270.2966356052,99,Yuca, ,oil,EC,Large
4743380.7973824,2827313.82350523,100,North Field, ,gas,QA,Very large
4771366.94220678,2850479.79652768,101,South Pars, ,gas,IR,Very large
-7132769.25110935,-109339.319690916,102,Tiputini, ,oil,EC,Medium
-8659020.15830059,3170342.39144632,103,"Tomson,Webster", ,oil,US,Large
-7352581.53018638,-171700.242526875,104,Oglan, ,oil,EC,Medium
4804808.47065719,2728845.17949565,105,Maydan-Mahzam,0502,"gas,oil",QA,Large
-8638497.48544307,3128674.53518731,106,Hastings, ,"oil,gas",US,Large
-7216247.99395987,-227405.127889252,107,Amazonas, ,oil,EC,Medium
4823848.35245054,2713217.37235056,108,Bul Hanine, ,oil,QA,Large
-8993492.65273364,2769333.35398134,109,"Reynosa,Mexicano", ,gas,MX,Large
-7196699.60547859,-294849.887822794,110,Capahuari, ,oil,PE,Large
4840301.13746599,2743416.28378136,111,Salman, ,oil,IR,Large
-8315644.68517474,2954765.71929854,112,Auger, ,"oil,gas",US,Small
-7138153.42092661,-256810.890739508,113,Dorissa, ,oil,PE,Medium
4920042.80297853,2658527.52092833,114,Umm Shaif, ,"gas,oil",TC,Large
-8214103.3103711,2961773.9801562,115,Jolliet, ,"oil,gas",US,Medium
-7101937.56239513,-404863.111963372,116,Corrientes, ,oil,PE,Large
4941232.75759939,2634353.88942985,117,Zakum, ,"gas,oil",TC,Large
5162827.4587301,2831695.12720341,118,Bukha, ,gas,MU,Large
-9100326.5655634,2374685.17188935,120,Ebano-Panuco,0801,oil,MX,Large
11381416.481506,5712441.32190321,121,Severnoye Kolendo, ,"oil,gas",RS,Small
-9011203.6424317,2373035.65179193,122,Arenque, ,oil,MX,Large
10481229.1572679,4278230.75454372,123,Suizhong, ,oil,CH,Large
-7622180.93806761,-247173.530403508,124,Ancon,0448,oil,EC,Small
6618636.7079835,2057752.00992703,125,Bombay High, ,"gas,oil",IN,Large
-9082745.95069057,2296607.13501349,126,"Naranjos,Cerro Azul", ,oil,MX,Large
-7631807.30647533,-540326.119138144,127,La Brea-Parinas,1346,oil,PE,Medium
6693718.49271569,2077947.20814551,128,"Panna,Mukta", ,"gas,oil",IN,Medium
-9107307.38323058,2165467.42539225,129,Chicontepec, ,oil,MX,Very large
-7070379.94401929,-791747.170777222,130,Maquia, ,oil,PE,Small
6688350.30717735,2004422.26931501,131,South Bassein, ,gas,IN,Large
-7114451.13092319,-930252.516017586,132,Aguaytia, ,gas,PE,Medium
-9051670.7088483,2226689.15791645,133,Poza Rica, ,oil,MX,Very large
-6541507.84548321,1181806.45281997,134,Cumarebo, ,oil,VE,Medium
-9010114.69251082,2173207.50890927,135,San Andres,0915,oil,MX,Large
6730999.54691263,1960754.58294325,136,"Neelam,Heera", ,"gas,oil",IN,Large
-6269755.71476038,1000397.06793191,137,"Yucal,Placer", ,gas,VE,Large
-8956955.5867819,2217260.76361265,138,Atun,0371,oil,MX,Large
-6250004.3788591,940028.845048266,139,Las Mercedes, ,"oil,gas",VE,Large
-8916554.37504506,1961991.7311931,140,Matapionche, ,oil,MX,Medium
-6087533.01528006,994374.797058116,141,Guara, ,"oil,gas",VE,Large
-8749720.93070815,1930111.13217503,142,Cinco Presidentes, ,oil,MX,Large
-6066309.67176193,963372.270756231,143,Chimire, ,"oil,gas",VE,Large
-8725653.33101207,1918500.41817064,144,Ogarrio, ,oil,MX,Large
-5995681.50983941,1010135.39526453,145,El Furrial, ,"oil,gas",VE,Large
-8672657.26713528,1905003.76037752,146,A.X.Bermudez, ,"oil,gas",MX,Very large
-5973444.77653782,1052513.04591201,147,Quiriquire, ,oil,VE,Large
-6030589.68040287,913962.090539875,148,Oficina, ,"oil,gas",VE,Large
-8705240.92414073,1869899.08597065,149,Cactus,0201,"oil,gas",MX,Large
-5982751.70505932,935684.941985219,150,Dacion, ,"oil,gas",VE,Large
-8678687.44316283,1821484.60976408,151,Iris-Giraldas, ,"oil,gas",MX,Large
-5922946.9459274,939776.820042601,152,Jobo, ,oil,VE,Large
-8585300.50566669,1899916.48902834,153,Agave, ,"oil,gas",MX,Large
-5585914.16110735,410755.237036138,154,Karanambo, ,oil,GY,Small
-8549649.75566349,1935442.18632606,155,Jose Colomo,0415,gas,MX,Large
-6150657.90727457,-350945.034993952,156,Igarape de Cuia, ,oil,BR,Medium
-8507123.28716381,2100315.24098878,157,Abkatun, ,oil,MX,Large
-6217252.3044176,-423505.586918412,158,Soledade, ,gas,BR,Medium
-8482573.22653132,2145205.01396415,159,Kutz(Ku), ,oil,MX,Large
-5625230.73101061,-504001.827518087,160,Nova Olinda, ,oil,BR,Small
-5638915.35553712,-360169.581935754,161,Autas Mirim, ,oil,BR,Small
-8467459.54951348,2112511.29864561,162,Cantarel, ,oil,MX,Very large
-5242101.24668709,593914.356753607,163,Tamanredjo, ,oil,NS,Small
-8435630.41935969,1702511.14522519,164,Caribe, ,oil,GT,Large
-3995096.0017718,-320091.326260789,165,San Joao,0709,oil,BR,Small
-8403046.67546627,1653781.61731957,166,Rubelsanto, ,oil,GT,Large
-3491819.31823957,-544199.725976872,167,Fazenda Belem, ,oil,BR,Medium
-7284445.51106574,4550696.22907016,168,Albion, ,"oil,gas",US,Small
-3434634.58545444,-601054.807609663,169,Fazenda Pocinho, ,oil,BR,Medium
-7267719.11464429,4523023.65594458,170,Scipio, ,oil,US,Medium
-3396519.05732506,-1056912.65328456,171,Furado, ,"oil,gas",BR,Small
-6827747.75170276,-1286060.22847404,172,Segakiato, ,gas,PE,Large
-7319294.97179107,4390745.78584,173,Lima, ,"oil,gas",US,Large
-5983224.31640719,-1804970.21370765,174,Bulo-Bulo, ,gas,BL,Small
-7391214.37791426,4344384.2879516,175,Trenton, ,"oil,gas",US,Medium
-5924361.07677156,-1867117.03548761,176,Colpa, ,"oil,gas",BL,Small
-6932338.13388195,4388101.31186206,177,Butler Armstrong, ,oil,US,Large
-5848440.91209559,-1939641.88754915,178,Rio Grande,0235,gas,BL,Medium
-6065859.93420179,4956191.45808142,179,Trois-Rivieres,1116,gas,CA,Large
-5787564.62036105,-1937671.8536573,180,Tita, ,gas,BL,Medium
-6840919.28073295,4458531.15232315,181,Warren, ,oil,US,Large
-5877571.53358379,-2131169.0682165,182,Camiri, ,"oil,gas",BL,Small
-6737435.77880808,4493760.36092776,183,Bradford, ,oil,US,Large
-3697432.53380812,-1295560.95465766,184,Querera, ,gas,BR,Small
-7835901.38004382,4128616.74966337,185,Salem, ,oil,US,Large
-3456008.17922239,-1141655.6893953,186,Carmopolis,0548,oil,BR,Large
-7790008.82563918,4180622.89599225,187,Louden, ,oil,US,Large
-3581546.78147824,-1327488.5702153,188,Agua-Grande, ,oil,BR,Large
-7706775.31472323,4173008.36795239,189,Old Illinois, ,oil,US,Large
-3662674.88946354,-1407216.33978511,190,Dom Joao,0709,"oil,gas",BR,Large
-7677654.10989906,4129461.44373377,191,Centralia, ,oil,US,Small
-3702070.56126709,-1985379.93701981,192,Rio Itaunas, ,oil,BR,Medium
-7739664.0193183,4076286.40975638,193,New Harmonsen, ,oil,US,Medium
-7653444.442494,-601964.393672544,194,Providencia, ,oil,PE,Medium
-3704919.81887113,-2102882.29900796,195,Lagoa Parda, ,oil,BR,Medium
-7777991.5897159,4092582.14982134,196,Daile, ,oil,US,Medium
-6517157.17645297,1246409.50039485,197,Miranga, ,"oil,gas",VE,Medium
-5877914.1881095,-2230796.98473283,198,Los Monos, ,"oil,gas",BL,Small
-7902925.09584842,3718656.4224044,199,New Hope, ,oil,US,Small
-4567123.12118827,353118.56880314,200,Pirapema, ,gas,BR,Medium
-5711504.07197804,-2508787.56531246,201,Palmar Largo, ,oil,AR,Large
-7817561.43661582,3697038.38104674,202,Feiyette, ,gas,US,Small
-4316926.54154869,41690.2668292518,203,PAS-II, ,oil,BR,Medium
-5866952.41228282,-2418991.87837926,204,Campo Duran,1001,gas,AR,Large
-7939257.9785922,3673012.07894129,205,Maldon, ,gas,US,Medium
-3749172.53331394,-279795.780581907,206,"Curima,Ubarana", ,oil,BR,Medium
-5940287.73535316,-2418717.31814176,207,Bermejo, ,"oil,gas",BL,Small
-7164855.53724836,4143090.94588074,208,Ohio(Klinton), ,gas,US,Large
-3388916.09058381,-531577.935598452,209,Agulha, ,oil,BR,Medium
-3381182.45369816,-1120941.57576219,210,"Mero,Cavala", ,oil,BR,Medium
-6982893.7050789,4190925.27818122,211,Baldwin Salt Lake, ,gas,US,Large
-5877348.49789521,-2570053.3053177,212,Martines del Tineo,0535,"oil,gas",AR,Medium
-3481909.43669707,-1224713.50554569,213,Guaricema, ,oil,BR,Medium
-8155060.24322359,3112420.77845317,214,West Delta, ,oil,US,Large
-5977099.79140637,-2507295.18675547,215,Caimancito, ,oil,AR,Medium
-3605633.55159611,-1738128.86813132,216,Arraia, ,oil,BR,Medium
-8172267.00336407,3004760.16383112,217,Mars, ,oil,US,Large
-6214327.02581511,-3604101.46997535,218,Barrancas, ,oil,AR,Large
-3607896.58902563,-1887379.44691569,219,Ilheus, ,oil,BR,Medium
-7478675.48703376,2466339.90097387,220,Varadero, ,oil,CU,Medium
-6187673.31422028,-3643276.95902987,221,Rio Tunuyan,0235,oil,AR,Large
-3772256.16679703,-2327573.26226806,222,Namorado, ,oil,BR,Large
-4713339.64337364,6492848.96950123,223,Hekja, ,gas,CA,Large
-6112678.75940461,-3759250.04841298,224,El Sosneado, ,oil,AR,Medium
-3676818.81764437,-2324434.33996502,225,Marlim, ,oil,BR,Very large
-4559499.57610647,6055433.26384052,226,Snorri, ,gas,CA,Large
-3668685.5301881,-2398131.30209281,227,Albacora, ,oil,BR,Very large
-6081350.89046186,-3953670.50395109,228,Puesto Hernandez, ,oil,AR,Medium
-4655902.55812079,5936454.27626211,229,Hopedale, ,gas,CA,Medium
-3828758.80495071,-2408928.9979182,230,Pampo, ,oil,BR,Medium
-5920212.43426443,-3968144.74759175,231,Entre Lomas, ,oil,AR,Medium
-4545561.7630577,5883390.43159752,232,Bjarni, ,gas,CA,Large
-4165975.53347052,-2595609.2884938,233,Merluza, ,gas,BR,Medium
-5950148.83123438,-4068803.0101964,234,Loma de La Lata, ,gas,AR,Large
-4461921.88282213,5756799.45818138,235,Gudrid, ,gas,CA,Large
-4285037.77482696,-2795004.63390875,236,Tubarao,0609,gas,BR,Medium
-5978173.65888392,-4033610.25989637,237,Catriel Oeste, ,"oil,gas",AR,Medium
-5389621.77744008,4904612.15798731,238,Stoney Creek, ,"oil,gas",CA,Large
-6414506.09712647,-4230362.66990231,239,Tollten, ,gas,CI,Small
-5135474.78546645,4682537.49637076,240,Thebaud, ,gas,CA,Medium
-5563889.54200929,-4900231.66699641,241,Petrel, ,oil,AR,Small
-6025228.48900867,-4145469.02729881,242,Challaco,0848,oil,AR,Medium
-5529259.77922603,-5565534.66261898,243,Daniel, ,oil,CI,Medium
4004321.4147218,7147915.32080703,244,Varandeyskoye, ,oil,RS,Large
-5450529.5772561,-5636608.62241901,245,Cabo Nombre, ,oil,AR,Small
-6105895.49554442,-4098979.58974652,246,Lindero Atravesado, ,gas,AR,Medium
4131943.96937459,6984685.40172052,247,Salyukinskoye, ,oil,RS,Medium
-5383809.33643492,-5644013.8699033,248,Hidra, ,oil,AR,Medium
-6446829.78978878,-4054224.00444597,249,Lebu, ,gas,CI,Small
4120051.0449387,6966687.02857585,250,Srednemakarikhinskoye, ,"oil,gas",RS,Medium
-11333298.5593744,6406356.96772216,251,McArtur River, ,"oil,gas",US,Large
-5699347.85897704,-4879605.48483465,252,Comodoro Rivadavia, ,oil,AR,Large
4001039.17930718,6968624.03152688,253,Vozeyskoye, ,"oil,gas",RS,Large
-11356297.6647392,6367561.33746882,254,Kenai, ,gas,US,Large
-5613708.64385398,-5000930.13100406,255,Canadon Leon,034606481148,oil,AR,Medium
-10144223.8134181,7287252.71357007,256,Kuparuk River, ,oil,US,Large
4060958.89208244,6927527.43035539,257,Usinskoye, ,oil,RS,Large
-9964327.94385234,7330393.14145282,258,Seal Island, ,oil,US,Large
-5751634.97646841,-4936178.77888346,259,Mata Magallanes, ,oil,AR,Medium
3806445.38214239,7106617.44936921,260,Khyl'chuyuskoye, ,"oil,gas",RS,Medium
-10755238.7133365,6352282.47495507,261,Katala, ,oil,US,Large
-5660737.67153498,-5401017.34193818,262,Laguna los Copones, ,oil,AR,Medium
3851028.32527149,7079164.14820055,263,Yareyyuskoye, ,"oil,gas",RS,Large
-9294387.83247173,7220772.9529087,264,Adgo, ,"oil,gas",CA,Large
-5649035.1170734,-5497071.70323414,265,El Condor,0548,"oil,gas",AR,Medium
-9226292.26788467,7255251.2363785,266,Tarsiut, ,"oil,gas",CA,Large
3706448.44512883,7104410.92902743,267,Kumzhinskoye, ,gas,RS,Large
-5813725.20843291,-5534138.20887624,268,Tranquilo, ,gas,CI,Small
3749442.32371364,7082536.75440728,269,Vasilkovskoye, ,gas,RS,Large
-9083096.22840928,7290684.66499503,270,Issungnak, ,"oil,gas",CA,Large
-5701101.2730497,-5665626.46436454,271,Canelos, ,gas,CI,Small
-8963086.21217936,7313488.98564151,272,Koakoak, ,"oil,gas",CA,Large
3781372.50387531,7056123.85389858,273,Vaneyvisskoye, ,"oil,gas",RS,Large
3835027.2762762,7038133.66376185,275,Layavozhskoye, ,"oil,gas",RS,Large
-5578330.8076215,-5659847.35647531,276,Sombrero, ,oil,CI,Small
-8992607.72493302,7237597.32387262,277,Atkinson Point, ,"oil,gas",CA,Large
-5633288.64622366,-5550850.27880683,278,Posesion,0748,oil,CI,Small
3807999.11886435,7018477.7378434,279,Yuzhno-Shapkinskoye, ,"oil,gas",RS,Medium
-8942508.11197219,7290286.64599011,280,Ukalerk, ,gas,CA,Large
-9163164.2477475,7198444.08535424,281,Taglu, ,"oil,gas",CA,Large
-5506035.83058383,-5652897.98734846,282,Catalina, ,"oil,gas",CI,Medium
3839767.68506744,6989186.93798756,283,Verkhnegrubeshorskoye, ,oil,RS,Small
-9183564.185753,7159434.45820159,284,Parsons Lake, ,"oil,gas",CA,Large
3378415.55707403,7171206.73109084,285,Peschanoozerskoye, ,"oil,gas",RS,Large
-5422367.13858178,-5706806.92280492,286,San Sebastian,1135,gas,AR,Medium
-9770103.37301943,6916348.74391263,287,Chance, ,"oil,gas",CA,Medium
2859564.31946267,7249483.23188615,288,Murmanskoye, ,gas,RS,Large
-9103187.18541508,6826568.01132798,289,Norman Wells, ,oil,CA,Large
-7562969.44989794,-357366.136951915,290,Amistad, ,gas,EC,Large
-9068937.22368197,6806859.29031769,291,Norman Wells East, ,oil,CA,Large
1407760.1834467,7423690.42607844,292,Snohvit,0356,gas,NO,Large
-5853213.91106862,-2349846.95131419,293,Madrejones, ,gas,BL,Large
-9411254.91878994,6325652.97168184,294,Beaver River, ,"oil,gas",CA,Large
1384334.97105636,7403530.776449,295,Albatross, ,gas,NO,Large
-6792705.96039597,1272191.96428625,296,Ballena, ,gas,CO,Medium
-9351389.6793611,6371035.27076651,297,Pointed Mountain, ,gas,CA,Large
1349223.59308851,7388548.99542682,298,Askeland, ,gas,NO,Large
-9480277.09711199,5807719.57749317,300,Elmworth, ,gas,CA,Large
487925.144295259,6828645.92241945,301,Smorbukk,0356,gas,NO,Large
-10151452.2169708,5209531.81759401,303,Bellingham, ,gas,US,Small
527821.696565866,6842648.03164685,304,Heidrun, ,"gas,oil",NO,Large
-10343466.4987285,4904113.95856635,306,Mist, ,gas,US,Medium
556605.389209408,6814573.59520399,307,Midgard, ,gas,NO,Large
-10752097.1508937,4341688.23942129,308,Table Bluff, ,gas,US,Small
624461.847767041,6746234.00227676,309,Draugen, ,oil,NO,Large
-10728949.0392203,4254865.82917457,310,Tomkins Hill, ,gas,US,Small
-10761642.8557666,4223828.70116591,311,Grizzly Bluff, ,gas,US,Small
-8907025.15123238,3801577.88765003,312,Cumpik, ,gas,US,Large
-10622298.5117241,3896678.1014379,313,"Coalinga,Coalinga North", ,oil,US,Large
-8868147.63638595,3839378.92648092,314,Mocane Laverne, ,gas,US,Large
-10745146.3137618,3680180.80111591,315,"Santa Maria Valley,Orcut,Cat Canyon", ,oil,US,Medium
-9264238.43520561,3849814.53237313,316,"Model Dome,Red Rock", ,gas,US,Medium
-10782557.0649387,3695306.70056852,317,Point Anguella, ,oil,US,Large
-9532306.72051625,3902597.43294547,318,Besty, ,oil,US,Medium
-10763007.9663982,3743302.89608171,319,Point Pedernales, ,oil,US,Large
-9457535.11511405,3959331.36455403,320,Blanko Messawerde, ,gas,US,Very large
-10725618.1381108,3580005.1541788,321,Molino, ,gas,US,Medium
-10760061.1641364,3545478.13724224,322,Santa Inesse, ,oil,US,Large
-9480043.36440391,4134391.34533885,323,Boundary Bat, ,"oil,gas",US,Medium
-6889873.00112445,7810471.74827985,324,Hecla, ,gas,CA,Large
-9464313.76275775,4291120.68061932,325,Rangely, ,oil,US,Large
-9085339.09527864,6247308.08707224,326,Rainbow Lake, ,"oil,gas",CA,Medium
-9392972.29696911,4444338.2819747,327,Patrick Drow, ,"oil,gas",US,Medium
1429889.10907282,6066099.26175639,328,"Gotland,group", ,oil,SW,Small
-9112106.38359642,6168147.01353449,329,Zama Lake, ,"oil,gas",CA,Large
4212182.43239631,5769565.56505945,330,Bavlinskoye, ,oil,RS,Large
-9255887.63827899,4466339.7785909,331,Verts, ,"oil,gas",US,Medium
-8721873.70362592,5990316.8184812,332,Athabasca, ,bitumen,CA,Very large
4246288.40832598,5789014.00118575,333,Tuymazinskoye, ,oil,RS,Large
-9164137.89458679,4480697.09496398,334,Big Medicine Bow, ,"oil,gas",US,Medium
-8836507.84709617,5976910.51608354,335,Wabasca, ,bitumen,CA,Very large
4298816.47786741,5714579.44493731,336,Shkapovskoye, ,oil,RS,Medium
-9263643.06683763,4522746.01012085,337,Lost Logger, ,"oil,gas",US,Medium
4425436.7857126,5799879.75190067,338,Sergeyevskoye, ,oil,RS,Medium
-9075932.5162103,5979431.64489279,339,Peace River, ,bitumen,CA,Very large
-9108301.23194138,4634115.68444551,340,Big Muddy, ,oil,US,Medium
4448108.06221674,5755065.52128718,341,Buzovvyazovskoye, ,oil,RS,Small
-8682197.69714014,5879131.61355266,342,Cold Lake, ,bitumen,CA,Very large
-9061756.03605695,4676223.29669563,343,Bell Creek South, ,"oil,gas",US,Medium
4488153.54382573,5725378.27759596,344,Tabynskoye, ,oil,RS,Small
-9001478.77323108,4677799.00055431,345,Hilight, ,"oil,gas",US,Medium
-8928209.53218322,5887742.53124933,346,Marten Hills, ,gas,CA,Large
4563639.11853255,5569415.15956386,347,Borkutovskoye, ,gas,RS,Medium
-9306978.59654767,4602365.93415127,348,Muskrat, ,"oil,gas",US,Small
-9021456.20808515,5854784.44262883,349,Mitsue, ,"oil,gas",CA,Large
4496012.15308939,5561225.38262602,350,Sovkhoznoye, ,gas,RS,Small
-9366738.68505212,4576200.96843696,351,Big Sonda Drow, ,"oil,gas",US,Small
-9192565.58004042,5821282.95604614,352,Swan Hills, ,"oil,gas",CA,Large
-9375517.98017681,4600358.7856803,353,Winklman Dome, ,"oil,gas",US,Small
4433377.94316435,5483880.41954372,354,Orenburgskoye, ,"oil,gas",RS,Very large
-9251079.20492094,5773619.12577476,355,Swan Hills South, ,oil,CA,Large
-9339204.20960445,4633279.20054315,356,Beaver Creek, ,"oil,gas",US,Small
4037809.57270231,5796198.76566199,357,Nurlatskoye, ,oil,RS,Small
-9275958.57216284,5736937.71732547,358,Judy Creek, ,oil,CA,Large
-9286827.34114598,4670617.76068778,359,Hamilton Dome, ,oil,US,Large
-9326505.81123984,5759607.47276529,360,Kaybob, ,oil,CA,Large
4077008.49741246,5742978.50051885,361,Borovskoye, ,oil,RS,Small
-9215577.54422439,4676148.5641538,362,Grass Creek, ,oil,US,Medium
4054357.56089863,5717436.12983469,363,Radayevskoye, ,oil,RS,Small
-9233748.07169881,4752755.23449283,364,Oregon Basin, ,"oil,gas",US,Large
-8814031.98781425,5664290.54873618,365,Lloydminister, ,oil,CA,Very large
4191137.16819531,5693505.34153778,366,Krasnoyarskoye, ,oil,RS,Small
-9223981.59757794,4812443.27773857,367,Elk Basin, ,"oil,gas",US,Large
-9120602.97102527,5665076.76650388,368,Leduc, ,"oil,gas",CA,Large
-9172651.87667535,5630080.25537442,369,Pembina, ,"oil,gas",CA,Large
4281457.12414659,5578965.68737821,370,Sorochinsko-Nikol'skoye, ,"oil,gas",RS,Medium
-8924460.15683543,4808297.16432923,371,Bell Creek, ,"oil,gas",US,Medium
-9224293.85769826,5640285.65378603,372,Bonnie Glen, ,"oil,gas",CA,Large
4267330.99484116,5600886.57355423,373,Pokrovskoye, ,"oil,gas",RS,Medium
-9402690.97358943,5673039.41882988,375,Edson, ,"oil,gas",CA,Large
4090804.3902262,5654161.42860675,376,Mukhanovskoye, ,oil,RS,Large
-9143024.40317175,5562131.50482197,378,Fen Big Valley, ,"oil,gas",CA,Large
-8962472.72227335,5543291.51211159,380,Provost, ,"oil,gas",CA,Large
4062374.52900385,5619008.0916967,381,Berinovsko-Lebyazhinskoye, ,oil,RS,Medium
-8593671.81685938,5143750.3312043,382,Beaver Lodge, ,oil,US,Medium
-9067446.65591138,5446822.36088346,383,Cessford, ,"oil,gas",CA,Large
4091766.45983463,5608787.83761568,384,Kuleshovskoye, ,"oil,gas",RS,Medium
-8525377.03644944,5166639.93927451,385,Tioga, ,oil,US,Medium
4170061.10967667,5574107.37680133,386,Bobrovskoye, ,"oil,gas",RS,Medium
-9306093.64547588,5499059.24487573,387,Harmattan Elkton, ,"oil,gas",CA,Large
-8453138.03662467,5254278.92560936,388,Steelman, ,oil,CA,Large
3978694.44914435,5601887.01672268,389,Pokrovskoye, ,oil,RS,Small
-8267544.8865132,5311727.25630785,390,Virden, ,oil,CA,Medium
-9262411.42934134,5492148.83055526,391,Crossfield East, ,gas,CA,Large
